0,0.0000,1.5000,1.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.0500,1.5000,1.5000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.1000,1.5000,1.5000,1.0000,0.0008,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.1500,1.5001,1.5000,1.0000,0.0032,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.2000,1.5004,1.5001,1.0000,0.0071,0.0026,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.2500,1.5008,1.5003,1.0000,0.0124,0.0046,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.3000,1.5016,1.5006,1.0000,0.0191,0.0070,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.3500,1.5028,1.5010,1.0000,0.0271,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.4000,1.5044,1.5016,1.0000,0.0362,0.0134,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.4500,1.5064,1.5024,1.0000,0.0465,0.0173,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.5000,1.5090,1.5033,1.0000,0.0578,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.5500,1.5122,1.5045,1.0000,0.0701,0.0262,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.6000,1.5160,1.5060,1.0000,0.0833,0.0313,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.6500,1.5206,1.5077,1.0000,0.0974,0.0367,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.7000,1.5258,1.5096,1.0000,0.1122,0.0425,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.7500,1.5318,1.5119,1.0000,0.1277,0.0485,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.8000,1.5386,1.5145,1.0000,0.1439,0.0549,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.8500,1.5462,1.5174,1.0000,0.1607,0.0615,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.9000,1.5547,1.5207,1.0000,0.1781,0.0685,0.0000,0.0000,0.0000,0.0000,0.0000
